,area,bedrooms,property_type,rooms,year_built
5911,200,5,1,7,1904
5912,80,3,1,4,1994
5913,111,2,1,3,2009
5914,80,2,1,3,2009
5915,71,2,1,3,1991
5916,78,3,1,4,1968
5917,74,2,1,3,1981
5918,139,4,0,5,1926
5919,180,5,1,7,1911
5920,80,2,1,3,1988
5921,67,2,1,3,1906
5922,52,1,1,2,1882
5923,65,2,1,3,1906
5924,77,1,1,2,2005
5925,161,2,1,4,1881
5926,48,1,1,2,1906
5927,147,4,0,5,1991
5928,45,1,1,2,1906
5929,70,2,1,3,1988
5930,73,2,1,3,1981
5931,71,2,1,3,1964
5932,65,1,1,2,1945
5933,165,4,0,6,1998
5934,72,2,1,4,1940
5935,49,2,1,3,1938
5936,35,1,1,2,1912
5937,84,2,1,3,2015
5938,120,4,1,5,1939
5939,90,2,1,4,1906
5940,67,2,1,3,1981
5941,113,3,1,4,1991
5942,35,1,1,2,1963
5943,69,3,1,4,1960
5944,54,1,1,2,1906
5945,65,2,1,3,1960
5946,60,2,1,3,1931
5947,75,2,1,3,1985
5948,96,2,1,3,1999
5949,54,2,1,3,1906
5950,110,3,0,5,1991
5951,65,2,1,4,1906
5952,72,2,1,3,1986
5953,49,1,1,2,1906
5954,41,1,1,2,1912
5955,77,2,1,3,2003
5956,60,2,1,3,1983
5957,60,3,1,4,1935
5958,190,4,1,6,1927
5959,233,4,1,6,1880
5960,122,4,1,5,1895
5961,52,2,1,3,1927
5962,122,4,1,5,1895
5963,36,1,1,2,1906
5964,70,2,1,3,1930
5965,255,5,0,9,1902
5966,110,2,1,4,1998
5967,132,4,0,5,2015
5968,100,2,1,3,1997
5969,80,2,1,3,1968
5970,87,2,1,3,1905
5971,40,1,1,2,1905
5972,806,5,0,12,1906
5973,54,1,1,2,1932
5974,82,1,1,3,1906
5975,41,1,1,2,1925
5976,115,4,1,5,1931
5977,75,1,1,2,1991
5978,53,1,1,2,1987
5979,110,3,1,4,1999
5980,55,2,1,3,1900
5981,95,2,1,3,1989
5982,66,2,1,3,1950
5983,145,3,0,7,2001
5984,63,2,1,3,1937
5985,88,2,1,4,1906
5986,102,2,1,3,2010
5987,100,3,1,4,1928
5988,140,3,1,4,1925
5989,72,3,0,4,1945
5990,81,2,1,3,2008
5991,54,2,1,3,1923
5992,53,2,1,3,1933
5993,67,2,1,3,1990
5994,135,4,0,6,1998
5995,88,3,0,4,1983
5996,38,1,1,2,1906
5997,68,2,1,3,1968
5998,60,1,1,2,1987
5999,106,1,1,3,1991
6000,58,1,1,2,1976
6001,74,2,1,4,1930
6002,86,2,1,3,1996
6003,83,2,1,3,1990
6004,49,2,1,3,1934
6005,60,2,1,3,1963
6006,44,1,1,2,1906
6007,75,3,1,4,1906
6008,90,2,1,3,2004
6009,60,1,1,2,1905
6010,25,1,1,1,1906
6011,90,2,1,3,2004
6012,43,1,1,2,1985
6013,112,3,0,4,1992
6014,93,1,1,2,1700
6015,62,1,1,2,1984
6016,114,2,1,3,1957
6017,50,1,1,2,1945
6018,79,2,1,3,2008
6019,36,1,1,2,1931
6020,47,1,1,3,1906
6021,70,2,1,3,1981
6022,41,1,1,2,1931
6023,75,2,1,3,1890
6024,66,3,0,4,1930
6025,53,2,1,3,1920
6026,71,2,1,3,2000
6027,48,1,1,2,1919
6028,90,4,1,5,2001
6029,85,2,1,3,1886
6030,170,4,1,5,1900
6031,51,1,1,2,1986
6032,90,2,1,4,1936
6033,139,2,0,5,1906
6034,100,2,1,3,1994
6035,33,1,1,2,1916
6036,60,2,1,3,1960
6037,141,4,0,5,2015
6038,48,1,1,2,1984
6039,50,1,1,2,1905
6040,50,1,1,2,1600
6041,125,2,1,3,2004
6042,103,2,1,3,2007
6043,72,2,1,3,1910
6044,60,1,1,2,1984
6045,31,1,1,2,1963
6046,66,3,0,4,1927
6047,69,2,0,3,1925
6048,75,3,1,4,1931
6049,52,1,1,2,1930
6050,110,4,1,5,1976
6051,115,3,0,4,1990
6052,130,3,0,6,1960
6053,130,4,0,5,1988
6054,61,2,0,3,1930
6055,84,2,1,3,1968
6056,53,1,1,2,1965
6057,83,3,1,4,1965
6058,115,5,0,6,2015
6059,100,3,0,4,1986
6060,85,3,0,4,2015
6061,114,2,1,3,1906
6062,71,2,1,3,1930
6063,143,4,1,7,1906
6064,170,4,1,6,1906
6065,66,2,1,3,1950
6066,190,3,1,4,1912
6067,134,2,1,3,2002
6068,40,1,1,3,1931
6069,100,2,1,3,2010
6070,85,3,1,4,2006
6071,150,3,1,6,1906
6072,132,4,0,5,1996
6073,112,2,1,3,1956
6074,69,1,1,2,1965
6075,31,1,1,1,1983
6076,54,2,1,3,1931
6077,76,2,1,3,1972
6078,67,2,1,3,1911
6079,41,1,1,2,1934
6080,35,1,1,2,1910
6081,80,2,1,3,1963
6082,70,2,1,3,1930
6083,56,1,1,5,1988
6084,110,2,1,3,1976
6085,58,2,1,3,2001
6086,38,1,1,2,1918
6087,118,3,0,4,2005
6088,45,1,1,2,1960
6089,105,2,1,3,1993
6090,61,1,1,4,1929
6091,116,3,1,4,1906
6092,68,3,0,4,1957
6093,88,2,1,3,2012
6094,70,2,1,3,1906
6095,96,3,1,4,1934
6096,115,2,1,4,1997
6097,66,2,1,3,1945
6098,73,2,1,4,1953
6099,115,2,1,4,1997
6100,65,2,1,3,1963
6101,95,2,1,3,2008
6102,44,1,1,2,1903
6103,79,2,1,4,1922
6104,80,2,1,3,1931
6105,72,2,1,3,1997
6106,60,2,1,3,1936
6107,67,2,1,3,1978
6108,75,2,1,3,1976
6109,78,2,1,3,2001
6110,60,2,1,3,1906
6111,93,2,1,3,2007
6112,85,2,1,3,1993
6113,60,1,1,2,2001
6114,150,3,1,4,2001
6115,138,5,0,6,2003
6116,96,2,1,3,1906
6117,71,2,1,4,1945
6118,28,1,1,1,1899
6119,94,2,1,3,1890
6120,53,1,1,2,1897
6121,105,1,1,2,1906
6122,84,3,1,4,1982
6123,60,2,1,3,1934
6124,57,1,1,2,1900
6125,131,4,0,5,1960
6126,125,3,1,4,1906
6127,86,2,1,3,2007
6128,150,3,1,5,1906
6129,55,1,1,2,1965
6130,86,2,1,3,1966
6131,83,2,1,3,2003
6132,56,2,1,3,1927
6133,91,2,1,3,1994
6134,97,2,1,3,1913
6135,94,2,1,3,1906
6136,115,3,0,5,2003
6137,45,1,1,2,1963
6138,87,2,1,3,1991
6139,72,2,1,3,1980
6140,50,2,1,3,1941
6141,45,1,1,2,1906
6142,118,2,1,3,2001
6143,72,2,1,3,1995
6144,95,3,1,4,2006
6145,197,3,1,4,1890
6146,114,3,1,4,1938
6147,84,3,1,4,1960
6148,61,2,1,4,1906
6149,60,1,1,2,1906
6150,72,2,1,3,1981
6151,69,2,1,3,1989
6152,72,2,1,3,1939
6153,74,2,1,3,1955
6154,111,3,0,5,1981
6155,48,2,1,3,1923
6156,132,3,0,5,1790
6157,115,3,1,4,1968
6158,152,2,1,3,2014
6159,50,2,1,3,1930
6160,90,2,1,4,1990
6161,57,1,1,3,1931
6162,67,2,1,3,1900
6163,83,2,1,3,2006
6164,67,2,1,3,1963
6165,118,3,1,4,1968
6166,110,3,0,5,1981
6167,63,2,1,3,1906
6168,81,2,1,4,1929
6169,70,1,1,3,1917
6170,72,1,1,2,1883
6171,42,1,1,2,1991
6172,37,1,1,2,1933
6173,75,1,1,2,1999
6174,55,1,1,2,1965
6175,100,2,1,3,2011
6176,53,1,1,2,1896
6177,108,1,1,3,1971
6178,55,1,1,2,1968
6179,73,2,1,3,1987
6180,73,1,1,3,1881
6181,50,1,1,2,1881
6182,81,2,1,3,1932
6183,67,2,1,3,1906
6184,116,3,1,4,1991
6185,101,3,1,5,1928
6186,94,3,1,4,2015
6187,37,1,1,2,1906
6188,70,3,1,4,1957
6189,116,3,1,4,1690
6190,71,2,1,3,1986
6191,62,1,1,3,1906
6192,80,3,1,4,1906
6193,100,3,1,4,2009
6194,54,2,1,3,1931
6195,144,5,0,6,1965
6196,77,2,1,3,1984
6197,67,2,1,3,1955
6198,58,1,1,2,1931
6199,65,2,1,3,1966
6200,86,2,1,3,1906
6201,147,3,1,4,1906
6202,47,2,1,3,1930
6203,60,2,1,3,1983
6204,60,1,1,2,1982
6205,40,1,1,2,1983
6206,85,2,1,3,1930
6207,97,3,1,4,2008
6208,128,3,0,5,2011
6209,89,3,1,4,1976
6210,206,3,1,4,1967
6211,103,4,0,5,1986
6212,73,2,1,4,1984
6213,80,3,1,4,1960
6214,97,2,1,3,2009
6215,110,2,0,3,1983
6216,208,5,0,7,2014
6217,117,3,1,4,1906
6218,141,4,1,6,1996
6219,45,1,1,2,1800
6220,130,4,1,5,1906
6221,61,1,1,2,1970
6222,93,2,1,3,2010
6223,53,1,1,2,1906
6224,45,2,1,4,1918
6225,90,2,1,4,1990
6226,89,1,1,3,2001
6227,408,4,0,9,1906
6228,116,4,1,5,1984
6229,59,2,1,3,1905
6230,82,2,1,3,1963
6231,85,2,1,4,2002
6232,68,2,1,3,1989
6233,95,1,1,2,2002
6234,84,3,0,4,1931
6235,106,3,1,4,2011
6236,193,5,1,6,1938
6237,47,1,1,2,2012
6238,65,2,1,3,1906
6239,65,1,1,2,1968
6240,28,1,1,1,1945
6241,113,2,1,4,1906
6242,109,3,1,4,1957
6243,135,3,1,5,1906
6244,37,1,1,1,1906
6245,150,4,0,5,2005
6246,53,2,1,3,1931
6247,53,1,1,2,1931
6248,63,1,1,2,1951
6249,90,1,1,2,1680
6250,34,1,1,2,1963
6251,71,2,1,3,2013
6252,133,3,1,4,1990
6253,91,2,1,4,1930
6254,83,2,1,3,2005
6255,43,1,1,2,1906
6256,72,2,1,3,1991
6257,75,3,0,4,1906
6258,86,2,1,3,1994
6259,49,2,1,3,1930
6260,98,3,1,4,1970
6261,165,3,1,4,2005
6262,122,4,1,5,1970
6263,59,1,1,2,1968
6264,94,3,1,4,1960
6265,101,4,1,5,1960
6266,53,1,1,2,1982
6267,100,2,1,4,1968
6268,107,2,1,4,1882
6269,114,4,1,5,1922
6270,98,3,1,4,1970
6271,155,4,1,7,1931
6272,103,2,1,3,1906
6273,48,1,1,2,1917
6274,94,3,1,4,1994
6275,88,2,1,3,2001
6276,54,2,1,3,1906
6277,82,2,1,3,2001
6278,140,3,1,4,1905
6279,73,2,1,3,1887
6280,62,2,1,3,1960
6281,115,3,1,4,1934
6282,190,5,0,6,1931
6283,77,2,1,2,1906
6284,60,2,1,3,1931
6285,40,1,1,2,1981
6286,85,2,1,3,1968
6287,67,1,1,2,1906
6288,117,3,1,5,1906
6289,35,1,1,1,1985
6290,104,3,1,4,2011
6291,83,1,1,3,1888
6292,63,2,1,2,1870
6293,204,5,1,7,1906
6294,64,1,1,2,1970
6295,105,3,1,4,1931
6296,59,1,1,2,1925
6297,67,1,1,2,1890
6298,65,1,1,2,1986
6299,85,3,1,4,1980
6300,156,4,0,5,2010
6301,44,1,1,2,1956
6302,48,1,1,2,1954
6303,84,3,1,4,1906
6304,198,4,1,6,1930
6305,80,2,1,3,1888
6306,55,1,1,2,1887
6307,45,1,1,2,1925
6308,118,2,1,3,2004
6309,270,4,0,6,1962
6310,50,1,1,2,1895
6311,82,2,1,3,2001
6312,80,3,1,4,1968
6313,56,2,1,3,1932
6314,40,1,1,2,1906
6315,122,4,0,5,1983
6316,55,2,1,3,1924
6317,191,5,0,6,2005
6318,58,2,1,3,1982
6319,50,1,1,2,1936
6320,83,2,1,3,2001
6321,95,3,1,4,1968
6322,125,3,1,4,2007
6323,101,2,1,3,2006
6324,55,1,1,2,1929
6325,80,2,1,3,1991
6326,79,2,1,3,1999
6327,60,2,1,3,1906
6328,77,1,1,2,1906
6329,107,2,1,3,2005
6330,44,1,1,2,1898
6331,65,2,1,3,1930
6332,44,1,1,2,1906
6333,84,3,1,4,1976
6334,57,1,1,2,1930
6335,75,2,1,3,1991
6336,119,2,1,3,2009
6337,292,10,0,11,1760
6338,136,3,1,4,1930
6339,70,2,1,4,1906
6340,58,1,1,2,1984
6341,164,3,1,4,1906
6342,61,1,1,2,1891
6343,67,2,1,3,1986
6344,49,1,1,2,1984
6345,59,1,1,1,1914
6346,73,2,1,3,1987
6347,95,4,0,5,1987
6348,100,3,1,4,1983
6349,116,3,1,4,1999
6350,182,3,1,6,1906
6351,116,3,1,4,1999
6352,108,4,0,5,1986
6353,116,3,1,4,1999
6354,130,4,1,5,1935
6355,36,1,1,2,1899
6356,59,1,1,2,1970
6357,58,1,1,2,1976
6358,132,3,1,5,2002
6359,95,3,1,4,1912
6360,140,4,0,5,2007
6361,136,3,1,6,1931
6362,81,3,1,4,1980
6363,45,1,1,2,1989
6364,45,1,1,2,1965
6365,162,4,1,5,1899
6366,50,2,1,3,1906
6367,39,1,1,2,1889
6368,59,1,1,2,1981
6369,134,4,1,5,2014
6370,70,1,1,3,1906
6371,75,2,1,4,1957
6372,43,1,1,2,1964
6373,106,4,0,6,1992
6374,50,2,1,3,1925
6375,70,2,0,3,1955
6376,123,2,1,4,1906
6377,78,2,1,3,1899
6378,39,1,1,2,1906
6379,59,1,1,2,1983
6380,126,4,1,5,1906
6381,126,4,1,5,1906
6382,81,2,1,3,2008
6383,58,2,1,3,1945
6384,60,2,1,3,1906
6385,67,2,1,3,1905
6386,126,3,1,4,1994
6387,171,4,0,5,2000
6388,78,1,1,2,1910
6389,38,1,1,2,1989
6390,45,2,1,3,1906
6391,38,1,1,1,1915
6392,152,4,1,6,1906
6393,92,2,1,4,2006
6394,97,2,1,3,1999
6395,205,3,1,7,1906
6396,85,1,1,2,2006
6397,101,2,1,4,1906
6398,160,4,0,6,1999
6399,37,1,1,2,1914
6400,83,2,1,3,2015
6401,59,1,1,2,2012
6402,51,2,1,3,1929
6403,91,3,0,4,1984
6404,90,2,1,3,1998
6405,63,1,1,2,2015
6406,90,2,1,3,1998
6407,54,2,1,4,1939
6408,83,2,1,3,1996
6409,62,2,1,3,1882
6410,60,2,1,3,1906
6411,97,3,0,4,1993
6412,54,1,1,2,2015
6413,58,1,1,2,1906
6414,215,3,1,6,1825
6415,126,3,1,6,1927
6416,68,2,1,3,1889
6417,67,3,1,4,1945
6418,64,2,1,3,1960
6419,80,3,0,4,1891
6420,91,3,1,4,1982
6421,50,1,0,3,1918
6422,111,3,1,4,1966
6423,53,2,1,3,1924
6424,161,2,1,4,1615
6425,80,2,1,3,1976
6426,58,2,1,3,1925
6427,106,4,0,5,1985
6428,50,1,1,2,1985
6429,69,1,1,2,1906
6430,38,1,1,2,1901
6431,78,2,1,3,1960
6432,54,2,1,3,1931
6433,67,3,1,4,1931
6434,97,3,1,4,1993
6435,86,2,1,3,1984
6436,51,1,1,2,1981
6437,50,1,1,2,2005
6438,215,3,1,7,1906
6439,91,3,1,4,1931
6440,69,2,1,3,1906
6441,60,2,1,3,1960
6442,131,3,0,4,2004
6443,150,3,1,5,1931
6444,92,3,1,4,1960
6445,70,3,1,4,1960
6446,176,4,1,8,1906
6447,195,4,1,5,1775
6448,308,5,1,7,1906
6449,48,2,1,3,1906
6450,104,3,1,4,1983
6451,42,1,1,2,1923
6452,129,3,1,4,1906
6453,81,2,1,3,1998
6454,87,2,1,4,1940
6455,68,2,1,3,1906
6456,60,2,1,3,1985
6457,52,1,1,2,1925
6458,43,1,1,2,1906
6459,90,3,1,4,2002
6460,50,1,1,2,1912
6461,64,3,1,4,1980
6462,68,1,1,2,1906
6463,57,1,1,2,1931
6464,49,2,1,3,1938
6465,74,2,1,4,1930
6466,48,2,1,3,1924
6467,80,2,1,3,1963
6468,68,1,1,2,1983
6469,76,1,1,2,2001
6470,116,1,1,2,1906
6471,52,1,1,2,1906
6472,55,2,1,3,1906
6473,98,2,0,4,1998
6474,69,3,1,4,1960
6475,67,1,1,2,1960
6476,75,2,1,3,1906
6477,124,4,1,5,1970
6478,62,2,1,3,1930
6479,68,1,1,2,1960
6480,110,2,1,3,1891
6481,122,3,1,4,1906
6482,75,3,1,4,1930
6483,65,1,1,2,1975
6484,63,1,1,2,1906
6485,67,1,1,3,1927
6486,35,1,1,2,1906
6487,215,2,1,3,1763
6488,52,1,1,2,1993
6489,59,2,1,3,1906
6490,73,1,1,2,2006
6491,41,1,1,2,1925
6492,110,3,1,4,1906
6493,43,1,1,2,1906
6494,73,3,1,4,1963
6495,80,2,1,3,1993
6496,56,2,1,3,1906
6497,71,2,1,3,1988
6498,43,1,1,2,1971
6499,41,1,1,2,1939
6500,174,4,0,5,1960
6501,145,3,1,4,1904
6502,85,2,1,3,1906
6503,53,1,1,2,1981
6504,98,1,1,3,1927
6505,120,3,0,4,2006
6506,35,1,1,2,1965
6507,100,3,1,4,1882
6508,209,6,0,9,1935
6509,93,3,1,5,1930
6510,80,2,1,4,1910
6511,59,1,1,2,1906
6512,135,4,1,5,1923
6513,67,1,1,2,1906
6514,164,4,0,6,1905
6515,223,3,1,5,1640
6516,127,4,1,5,1923
6517,73,2,1,3,2011
6518,112,2,1,3,1645
6519,145,1,1,2,1906
6520,74,2,1,3,1966
6521,43,1,1,2,1953
6522,54,1,1,2,1906
6523,52,1,1,2,1906
6524,30,1,1,2,1910
6525,156,5,0,6,2009
6526,107,1,1,2,1912
6527,105,3,1,4,1995
6528,57,1,1,2,1981
6529,117,2,1,3,2008
6530,68,2,1,3,1923
6531,60,2,1,4,1906
6532,52,2,1,3,1906
6533,30,1,1,1,1890
6534,167,5,0,6,2005
6535,28,1,1,1,2013
6536,42,1,1,2,1931
6537,78,2,1,3,2008
6538,475,9,0,11,1906
6539,52,2,1,3,1933
6540,67,2,1,3,1983
6541,59,2,1,3,1962
6542,58,1,1,2,1976
6543,146,4,0,5,2006
6544,24,1,1,1,1902
6545,68,2,1,3,1992
6546,46,2,1,3,1906
6547,82,2,1,4,1906
6548,57,1,1,2,1700
6549,135,4,0,5,2005
6550,66,2,1,3,1906
6551,73,2,1,3,1906
6552,52,1,1,2,2011
6553,97,2,1,3,1906
6554,48,1,1,2,1906
6555,100,3,1,4,1906
6556,88,2,1,3,1968
6557,96,2,1,3,2014
6558,109,2,1,3,2009
6559,45,1,1,2,1906
6560,69,2,1,3,1961
6561,55,1,1,2,1927
6562,125,3,1,5,1940
6563,94,3,1,4,1906
6564,44,1,1,2,1906
6565,97,3,1,4,1906
6566,86,2,1,3,1976
6567,92,1,1,2,1906
6568,105,3,1,4,1931
6569,55,2,1,3,1931
6570,70,1,1,2,1906
6571,223,3,1,6,1906
6572,192,4,1,5,2005
6573,69,2,1,3,1982
6574,81,2,1,3,1994
6575,125,3,1,4,1906
6576,62,2,1,3,1963
6577,80,2,1,3,1981
6578,66,2,1,3,1981
6579,98,2,1,3,2005
6580,270,5,1,7,1955
6581,80,2,1,4,1904
6582,93,2,1,4,2008
6583,85,2,1,3,1999
6584,170,5,1,7,1950
6585,110,2,1,3,1974
6586,109,2,1,3,2001
6587,55,2,1,4,1931
6588,150,3,1,4,1925
6589,48,1,1,2,1953
6590,51,1,1,2,1921
6591,47,2,1,3,1924
6592,79,3,0,4,1945
6593,207,3,1,5,1906
6594,92,4,1,5,1906
6595,51,1,1,2,1932
6596,38,1,1,1,1922
6597,45,1,1,2,1923
6598,99,2,1,4,1920
6599,60,3,1,4,1906
6600,63,2,1,3,1945
6601,85,2,1,3,2008
6602,100,2,1,3,1989
6603,58,2,1,3,1976
6604,55,2,1,3,1906
6605,62,2,1,3,1906
6606,179,5,1,7,1906
6607,60,2,1,3,1907
6608,71,2,1,3,1932
6609,52,2,1,3,1945
6610,44,1,1,2,1906
6611,77,2,1,3,1996
6612,81,2,1,3,2010
6613,120,3,0,4,2006
6614,50,1,1,2,1921
6615,110,2,1,3,1931
6616,63,2,1,3,1931
6617,41,1,1,2,1906
6618,45,1,1,2,1956
6619,95,3,1,4,1969
6620,107,4,0,5,1958
6621,185,3,1,4,2003
6622,49,2,1,3,1925
6623,57,1,1,2,2016
6624,285,7,0,8,1891
6625,50,1,1,2,1933
6626,101,4,0,5,1981
6627,291,6,0,9,1896
6628,106,3,1,4,1927
6629,65,2,1,3,1993
6630,185,3,1,5,1757
6631,198,3,1,4,1906
6632,43,1,1,2,1988
6633,57,2,1,3,1931
6634,57,1,1,2,1982
6635,139,3,1,4,2001
6636,57,2,1,3,1938
6637,67,2,1,3,2007
6638,90,2,1,3,1993
6639,67,2,1,3,1907
6640,52,1,1,2,2004
6641,102,3,1,4,2015
6642,104,3,1,4,2001
6643,82,3,0,4,1954
6644,110,3,0,4,1992
6645,95,4,1,5,1970
6646,81,2,1,3,1906
6647,50,1,1,2,2011
6648,128,2,0,4,2010
6649,92,3,1,4,1878
6650,73,1,1,2,1906
6651,70,2,1,3,1984
6652,60,2,1,3,1902
6653,128,2,1,4,2005
6654,88,2,1,4,1937
6655,89,3,1,4,1910
6656,52,2,1,4,1931
6657,58,2,1,3,1906
6658,35,1,1,2,1965
6659,96,3,1,4,1969
6660,64,1,1,2,1972
6661,75,1,1,2,1685
6662,43,1,1,2,1984
6663,82,2,1,4,1930
6664,86,2,1,3,2008
6665,105,3,0,4,1989
6666,68,2,0,3,1891
6667,40,1,1,2,1914
6668,53,1,1,3,1900
6669,50,1,1,2,1880
6670,68,2,1,3,1934
6671,116,2,1,3,2009
6672,33,1,0,1,1980
6673,47,1,1,2,1690
6674,87,3,1,4,1991
6675,94,3,1,4,1931
6676,57,1,1,2,1981
6677,60,2,1,3,1907
6678,64,2,1,3,1906
6679,77,2,1,3,1906
6680,75,2,1,3,1985
6681,60,2,1,3,1960
6682,103,3,1,5,1934
6683,48,1,1,2,2015
6684,53,2,1,3,1906
6685,51,2,1,3,1906
6686,90,2,1,3,1998
6687,46,2,1,3,1931
6688,230,3,1,5,2015
6689,230,3,1,5,2015
6690,180,4,0,6,2006
6691,230,3,1,5,2015
6692,57,2,1,3,1930
6693,67,2,1,3,1945
6694,103,3,1,4,1906
6695,44,1,1,2,1910
6696,111,2,1,3,1966
6697,79,2,1,3,2015
6698,63,2,1,3,2015
6699,94,2,1,3,2015
6700,62,1,1,2,2008
6701,148,3,1,4,1991
6702,220,6,0,8,2011
6703,78,2,1,3,1992
6704,63,1,1,2,2015
6705,63,1,1,2,2014
6706,98,3,1,4,1970
6707,65,1,1,2,1987
6708,190,1,1,2,1914
6709,124,3,1,4,2005
6710,95,3,1,4,2005
6711,169,4,1,5,1906
6712,80,2,1,3,2009
6713,67,1,1,2,1974
6714,75,4,0,5,1929
6715,57,2,1,3,1925
6716,66,2,1,3,1986
6717,65,2,1,3,1910
6718,50,2,1,3,1941
6719,106,1,1,3,1968
6720,52,2,1,3,1938
6721,117,3,1,4,2015
6722,72,3,1,4,1960
6723,265,3,1,5,1885
6724,79,2,1,3,1993
6725,90,2,1,3,2001
6726,48,1,1,2,2008
6727,69,2,1,3,1930
6728,132,3,0,5,1992
6729,138,3,0,5,1906
6730,169,5,0,8,1933
6731,135,4,1,5,1906
6732,201,5,1,7,1911
6733,72,2,1,3,2011
6734,40,1,1,2,1906
6735,82,2,1,4,1906
6736,145,3,1,5,1906
6737,62,2,1,4,1925
6738,95,3,1,4,1973
6739,86,2,1,3,1911
6740,93,2,1,3,2001
6741,50,1,1,2,1906
6742,85,2,1,3,1998
6743,81,2,1,3,2002
6744,85,2,1,5,1933
6745,48,1,1,2,1906
6746,100,3,1,4,1993
6747,130,3,0,5,1996
6748,89,3,1,4,2004
6749,49,2,1,3,1919
6750,81,2,1,4,1930
6751,131,4,1,5,2009
6752,59,1,1,2,1990
6753,105,2,1,3,2010
6754,43,1,1,2,1906
6755,55,1,1,2,1905
6756,74,2,1,3,1991
6757,142,3,1,5,1900
6758,70,2,1,3,2003
6759,45,1,1,2,1960
6760,73,3,1,4,1960
6761,62,2,1,3,1945
6762,85,2,1,3,2005
6763,61,2,1,3,1906
6764,48,1,1,1,1983
6765,58,2,1,3,1906
6766,65,1,1,2,1989
6767,75,1,1,3,1906
6768,70,2,1,3,1991
6769,70,1,1,2,1971
6770,145,2,1,3,2010
6771,100,2,1,3,2001
6772,145,3,0,5,2006
6773,43,1,1,2,1893
6774,64,2,1,3,1906
6775,55,2,1,3,1939
6776,87,1,1,3,1775
6777,54,1,1,2,2006
6778,87,2,1,3,2000
6779,45,1,1,2,1906
6780,45,1,1,2,1966
6781,73,3,1,4,1960
6782,55,2,1,3,1930
6783,102,2,1,3,2001
6784,60,2,1,3,1983
6785,57,1,1,2,1931
6786,96,3,1,5,1931
6787,58,1,1,2,1925
6788,49,1,1,2,1960
6789,50,1,1,2,2006
6790,18,1,1,1,1700
6791,81,2,1,3,1963
6792,119,3,1,4,2006
6793,80,2,0,3,1991
6794,70,2,1,3,1925
6795,103,4,0,5,1925
6796,63,2,0,3,1921
6797,92,3,1,4,1971
6798,62,2,1,3,1906
6799,91,1,1,3,1992
6800,85,2,1,4,2007
6801,78,1,1,2,2002
6802,64,2,1,3,1905
6803,201,7,0,8,1971
6804,120,3,0,5,2001
6805,118,3,0,6,1952
6806,117,4,1,4,1998
6807,42,1,1,2,1950
6808,84,2,1,3,2010
6809,45,1,1,2,1933
6810,51,1,1,2,1989
6811,80,2,1,3,1960
6812,58,2,1,3,1934
6813,96,2,1,3,2009
6814,59,2,1,3,1985
6815,87,2,1,3,1992
6816,90,2,1,3,1960
6817,148,5,0,7,1961
6818,58,2,1,3,1931
6819,130,2,1,3,1906
6820,83,2,1,3,1992
6821,72,2,1,3,1988
6822,77,2,1,3,1932
6823,121,3,0,5,1906
6824,117,4,0,5,1971
6825,28,1,1,1,2014
6826,78,3,1,4,1964
6827,25,1,1,1,1906
6828,88,3,1,4,1977
6829,97,4,1,5,1983
6830,90,3,1,4,1960
6831,87,2,1,4,2004
6832,111,2,0,4,1907
6833,50,1,1,2,1931
6834,64,2,1,3,1965
6835,50,1,1,2,1893
6836,119,2,1,3,1997
6837,416,6,0,10,1903
6838,74,3,1,4,1967
6839,65,1,1,2,1621
6840,77,2,1,3,1910
6841,76,2,1,3,1962
6842,57,2,1,3,1931
6843,243,4,1,6,1881
6844,55,1,1,2,1968
6845,223,2,1,3,1939
6846,47,1,1,2,1906
6847,68,2,1,3,1913
6848,95,3,1,4,1938
6849,92,2,1,3,2010
6850,53,2,1,3,1906
6851,44,1,1,2,1900
6852,185,2,1,4,1916
6853,67,2,1,3,1906
6854,102,2,1,4,1931
6855,34,1,1,2,1906
6856,88,2,1,3,1960
6857,60,1,1,3,1931
6858,46,1,1,2,1938
6859,58,1,1,2,1930
6860,144,3,1,6,1906
6861,35,1,1,2,1965
6862,57,1,1,2,1930
6863,53,1,1,2,1930
6864,51,2,1,3,1906
6865,47,1,1,2,1906
6866,50,1,1,2,1960
6867,115,2,1,4,1991
6868,83,3,1,5,1906
6869,111,3,1,4,1998
6870,51,1,1,2,2006
6871,71,2,1,3,1930
6872,115,4,0,5,1960
6873,86,1,1,3,2001
6874,75,2,1,4,1930
6875,72,2,1,3,1983
6876,51,1,1,2,1906
6877,52,2,1,3,1927
6878,100,3,1,4,2007
6879,75,2,1,3,1910
6880,98,2,1,3,2012
6881,80,2,1,3,1969
6882,145,3,1,4,1906
6883,67,1,1,2,1981
6884,112,3,1,3,1906
6885,55,2,1,3,1915
6886,59,2,1,3,1906
6887,133,3,0,4,1906
6888,150,4,0,5,2006
6889,242,4,1,6,1938
6890,113,3,1,5,1930
6891,1,7,0,11,2014
6892,51,2,1,3,1896
6893,77,2,1,3,1981
6894,73,1,1,3,1906
6895,92,2,1,3,2008
6896,55,1,1,2,1899
6897,118,3,1,4,1906
6898,176,4,1,6,1903
6899,50,1,1,2,1906
6900,152,4,1,5,1906
6901,83,2,1,3,1964
6902,194,3,1,6,1890
6903,52,2,1,3,1927
6904,123,3,1,4,1991
6905,80,2,0,4,1945
6906,147,3,1,4,1991
6907,147,3,1,4,1991
6908,35,1,1,2,1963
